城市,楼宇名称,纬度,经度,高度(米),高度分档,用途分类,数据来源,近距簇,地址
雅加达,Autograph Tower,-6.1990493,106.8212511,336.6,≥80米,写字楼,官方(DPMPTSP),,Jl. M.H. Thamrin No.10
雅加达,INDONESIA 1,-6.1908624,106.8218884,301.6,≥80米,综合体,官方(DPMPTSP),,Jl. MH. Thamrin Kav 13  Jl. MH. Thamrin Kav 13
雅加达,Gama Tower,-6.2239792,106.8338422,285.0,≥80米,写字楼,官方(DPMPTSP),,JL. H.R. RASUNA SAID KAV. C-23 RT/RW 02/05
雅加达,JAKARTA MORI TOWER,-6.2164533,106.8151335,254.0,≥80米,写字楼,官方(DPMPTSP),,"Jl. Jend. Sudirman No.Kav 40-41, RT.9/RW.1"
雅加达,Trinity Tower,-6.2249319,106.8336276,246.0,≥80米,写字楼,官方(DPMPTSP),,"Jalan H R Rasuna Said Kav C22, Block IIB, Jakarta 12940"
雅加达,Langham Residence Jakarta,-6.2278687,106.8062116,243.5,≥80米,综合体,官方(DPMPTSP),,Jl. Jenderal Sudirman Lot 28 RT 005 RW 003
雅加达,The St. Regis Residences,-6.2057613,106.8277628,243.4,≥80米,综合体,官方(DPMPTSP),,Jl. H. R. Rasuna Said.Kav. B/4
雅加达,MANGKULUHUR TOWER A,-6.2210321,106.815852,226.0,≥80米,综合体,官方(DPMPTSP),,Jalan Jendral Gatot Subroto Kav. 1-3
雅加达,WISMA 46 Kota BNI,-6.2037428,106.8200669,226.0,≥80米,写字楼,官方(DPMPTSP),,Jl. Jenderal Sudirman Kav. 1 RT.10 rw.09
雅加达,KEMPINSKY PRIVATE RESIDENCE,-6.194815,106.8213769,225.8,≥80米,综合体,官方(DPMPTSP),,JL. MH THAMRIN NO 1. JAKARTA PUSAT
雅加达,Sahid Sudirman Center,-6.2108696,106.8185837,223.3,≥80米,写字楼,官方(DPMPTSP),,Jl. Jend Sudirman No.86
雅加达,MENARA ASTRA,-6.2073465,106.8211726,222.9,≥80米,非住宅,官方(DPMPTSP),,"Jl. Jendral Sudirman kav 5-6, RT.10/RW.11"
雅加达,MSIG,-6.2105781,106.822276,221.3,≥80米,写字楼,官方(DPMPTSP),,Jl. Setiabudi Raya
雅加达,Raffles Jakarta,-6.2241622,106.823911,216.9,≥80米,酒店,官方(DPMPTSP),,"Jl. Prof. DR. Satrio Kav. 3-5, RT.18/RW.05, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940"
雅加达,RITZ CARLTON,-6.2285666,106.8272798,215.4,≥80米,酒店,官方(DPMPTSP),,Jl. Dr. Ide Anak Agung Gde Agung Kav. E 1-1 No. 1
雅加达,CAPITAL PLACE,-6.2324487,106.8201849,215.3,≥80米,写字楼,官方(DPMPTSP),,"Jl. Gatot Subroto No.Kav 18, RT.6/RW.1,"
雅加达,IFC Tower 2,-6.2116587,106.8211916,213.6,≥80米,写字楼,官方(DPMPTSP),JKT-001,Jl. Jend. Sudirman Kav. 22-23
雅加达,Soho @ Podomoro City,-6.1744936,106.7896421,213.0,≥80米,综合体,官方(DPMPTSP),JKT-002,Jl. Let. Jend. S. Parman Kav. 28
雅加达,Ciputra World 2 Jakarta Office Tower,-6.2210897,106.8194122,212.9,≥80米,写字楼,官方(DPMPTSP),,"Jl. Prof. DR. Satrio No.Kav 11, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940"
雅加达,MENARA BCA GRAND INDONESIA,-6.1966689,106.8225425,211.6,≥80米,写字楼,官方(DPMPTSP),,JL. MH THAMRIN NO 1. JAKARTA PUSAT
雅加达,Bakrie Tower Gedung B,-6.2192914,106.8344134,211.1,≥80米,写字楼,官方(DPMPTSP),,"Kompleks Epicentrum, Jl. Taman Rasuna"
雅加达,Sky 57,-6.1986204,106.8188337,208.2,≥80米,综合体,官方(DPMPTSP),,Jl. Tlk. Betung I No.49
雅加达,Soho Capital,-6.1743658,106.7898572,207.3,≥80米,综合体,官方(DPMPTSP),JKT-002,Jl. Let. Jend. S. Parman Kav. 28
雅加达,The Plaza Office Tower,-6.1922602,106.8216727,206.8,≥80米,商场,官方(DPMPTSP),,"Jl. M.H. Thamrin No.Kav. 28-30, Kel. Gondangdia, Kec. Menteng, Jakarta Pusat"
雅加达,INDONESIA 1,-6.1915549,106.8218911,204.2,≥80米,商场,官方(DPMPTSP),,"Jl. MH. Thamrin Kav 13 RR5C+FV9, Gondangdia, Menteng, Central Jakarta City, Jakarta"
雅加达,Anandamaya Residence Tower 3,-6.2072186,106.8203407,204.1,≥80米,公寓,官方(DPMPTSP),,Jl. Jend Sudirman Kav 5-6 RT 10 RW 11
雅加达,Tower 1,-6.2019351,106.8163339,203.4,≥80米,公寓,官方(DPMPTSP),,Jalan Abdul Jalil No.Kav.1 RT.08 RW.09
雅加达,APARTEMEN KUNINGAN CITY,-6.2245876,106.8297841,203.3,≥80米,公寓,官方(DPMPTSP),,"Jl. Prof. DR. Satrio No.Kav. 18, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940"
雅加达,APARTEMEN KUNINGAN CITY,-6.2244197,106.8303107,203.1,≥80米,公寓,官方(DPMPTSP),,"Jl. Prof. DR. Satrio No.Kav. 18, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940"
雅加达,Tower D,-6.2100573,106.8241622,200.4,≥80米,公寓,官方(DPMPTSP),JKT-003,Jl. Setiabudi Raya No. 9
雅加达,Wisma Mulia,-6.2350866,106.823341,198.7,≥80米,写字楼,官方(DPMPTSP),,"Jl. Jend. Gatot Subroto No.42, Jakarta 12710"
雅加达,Gedung Soho @Podomoro City (Pertokoan dan Parkir),-6.1771295,106.7912559,198.6,≥80米,商业/店铺,官方(DPMPTSP),,"Letjen S. Parman No.RT.12, RW.6"
雅加达,Central Park Mall,-6.1785925,106.7905312,198.6,≥80米,综合体,官方(DPMPTSP),,Jl. Letjen S. Parman Kav.28
雅加达,Central Park Mall,-6.178624,106.7899785,198.6,≥80米,综合体,官方(DPMPTSP),,"Letjen S. Parman Kav.28 RT.12, RW.6"
雅加达,Langham Residence Jakarta,-6.2273013,106.806439,197.5,≥80米,综合体,官方(DPMPTSP),,Jl. Jenderal Sudirman Lot 28 RT 005 RW 003
雅加达,AXA Tower,-6.2244808,106.8287015,197.2,≥80米,写字楼,官方(DPMPTSP),JKT-004,"Kuningan City, Axa Tower, RT.14/RW.4, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940"
雅加达,RDTX Place,-6.2235481,106.8217523,197.0,≥80米,写字楼,官方(DPMPTSP),,"Jl. Prof. DR. Satrio 1, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940"
雅加达,INFINITY TOWER APARTEMENT,-6.2291569,106.8073678,196.8,≥80米,综合体,官方(DPMPTSP),,DISTRICT 8 SUDIRMAN CENTRAL BUSINESS DISTRICT (SCBD) JL. JENDRAL SUDIRMAN KAV 52-53 LOT 28 RT/006 RW/003
雅加达,Ciputra World 1 Jakarta (Office Tower),-6.2237337,106.8227695,196.1,≥80米,写字楼,官方(DPMPTSP),,"Jl. Prof. DR. Satrio Kav. 3-5, Karet Kuningan, Kecamatan Setiabudi, Daerah Khusus Ibukota Jakarta 12940"
雅加达,SEAVIEW L,-6.1076143,106.7789212,195.8,≥80米,综合体,官方(DPMPTSP),,JALAN PLUIT KARANG AYU B1 UTARA
雅加达,SEAVIEW K,-6.1078757,106.7795696,195.4,≥80米,综合体,官方(DPMPTSP),,JALAN PLUIT KARANG AYU B1 UTARA
雅加达,Ascott Kuningan Jakarta,-6.2250171,106.8237987,195.1,≥80米,公寓,官方(DPMPTSP),,"Ciputra World, Jl. Prof. DR. Satrio No.1 Kav 3-5, RT.18/RW.4, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940"
雅加达,APL Tower Central Park,-6.1764633,106.7917663,192.9,≥80米,写字楼,官方(DPMPTSP),,"Letjen S. Parman St No.Kav. 28, RT.12/RW.7, Petamburan, Grogol petamburan, West Jakarta City, Jakarta 11440"
雅加达,Tower 2,-6.2022426,106.8166564,191.5,≥80米,公寓,官方(DPMPTSP),,"Jalan Abdul Jalil  No.Kav.1 RT.08 RW,09"
雅加达,THE RITZ CARLTON,-6.2238337,106.809805,191.4,≥80米,酒店,官方(DPMPTSP),,Jl. Jendral Sudirman Kav. 52-53 Lot. 3a RT.005/RW.001
雅加达,SEAVIEW J,-6.1081285,106.7801576,191.4,≥80米,综合体,官方(DPMPTSP),JKT-005,JALAN PLUIT KARANG AYU B1 UTARA
雅加达,SEAVIEW M,-6.1073729,106.778324,189.3,≥80米,综合体,官方(DPMPTSP),JKT-006,JALAN PLUIT KARANG AYU B1 UTARA
雅加达,Apartemen Pacific Place Residence,-6.2251293,106.8100905,188.3,≥80米,综合体,官方(DPMPTSP),,JL JEND SUDIRMAN KAV 52-53 LOT 3B RT.005/RW.001
雅加达,MENARA BTPN,-6.22999,106.8278139,187.6,≥80米,写字楼,官方(DPMPTSP),,JL. Dr. Ide Anak Agung Gde Agung Kav. 5.5 – 5.6
雅加达,The Pakubuwono Spring,-6.2327001,106.7873154,187.4,≥80米,综合体,官方(DPMPTSP),,JL.TEUKU NYAK ARIEF NO.09A  RT 02/02
雅加达,Tower C,-6.210008,106.8237793,187.2,≥80米,公寓,官方(DPMPTSP),JKT-003,Jl. Setiabudi Raya No. 9
雅加达,The Plaza Office Tower,-6.1927958,106.8223519,186.2,≥80米,商场,官方(DPMPTSP),JKT-007,"Jl. M.H. Thamrin No.Kav. 28-30, Kel. Gondangdia, Kec. Menteng, Jakarta Pusat"
雅加达,Apartemen Pacific Place Residence,-6.2253339,106.8095162,183.5,≥80米,综合体,官方(DPMPTSP),,Jl. Jendral Sudirman Kav. 52-53 Lot. 3C RT.005/RT.001
雅加达,Tower C (Bloomington),-6.2598091,106.8123289,183.4,≥80米,住宅类,官方(DPMPTSP),,"Jl. Kemang Raya No.18 D 14, RT.13/RW.5, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730"
雅加达,Tower B (Tiffany),-6.2592021,106.8120238,183.4,≥80米,综合体,官方(DPMPTSP),,"Jl. Kemang Raya No.18 D 14, RT.13/RW.5, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730"
雅加达,EQUITY TOWER,-6.2263052,106.8084945,182.9,≥80米,写字楼,官方(DPMPTSP),,SUDIRMAN CENTRAL BUSINESS DISTRICT (SCBD) JL. JENDRAL SUDIRMAN KAV 52-53 LOT 9 RT/005 RW/003
雅加达,Anandamaya Residence Tower 2,-6.2076256,106.8201965,182.9,≥80米,公寓,官方(DPMPTSP),,Jl. Jend Sudirman Kav 5-6 RT 10 RW 11
雅加达,Centennial Tower,-6.2302698,106.8209337,182.3,≥80米,写字楼,官方(DPMPTSP),,"Centennial Tower  Jalan Jendral Gatot Subroto Kav. 24-25,  Karet Semanggi, Setiabudi, RT.2/RW.2, Karet Semanggi, Setiabudi, South Jakarta City, Jakarta 12930"
雅加达,Sequis Tower,-6.2256851,106.8071665,180.7,≥80米,写字楼,官方(DPMPTSP),,Jl. Jend Sudirman Kav. 71
雅加达,PAKUWON TOWER,-6.2219498,106.8429533,179.7,≥80米,写字楼,官方(DPMPTSP),,JL. RAYA CASABLANCA
雅加达,Anandamaya Residence Tower 1,-6.2080022,106.8200281,179.6,≥80米,公寓,官方(DPMPTSP),,Jl. Jendral Sudirman Kav. 5-6 RT 10 RW 11
雅加达,The Pakubuwono Spring,-6.2331077,106.7865309,176.8,≥80米,综合体,官方(DPMPTSP),,JL.TEUKU NYAK ARIEF NO.09A  RT 02/02
雅加达,RITZ CARLTON,-6.2282506,106.8270602,175.0,≥80米,酒店,官方(DPMPTSP),,Jl. Dr. Ide Anak Agung Gde Agung Kav. E 1-1 No. 1
雅加达,Apartemen Ciputra World 2,-6.2226151,106.819882,174.9,≥80米,综合体,官方(DPMPTSP),,"Ciputra World 2, Jl. Prof. DR. Satrio No.Kav. 11, RT.3/RW.3, Karet Semanggi, Setiabudi, South Jakarta City, Jakarta 12930"
雅加达,PACIFIC CENTURY PLACE (FWD),-6.2276745,106.8084465,174.2,≥80米,写字楼,官方(DPMPTSP),,SUDIRMAN CENTRAL BUSINESS DISTRICT (SCBD) JL. JENDRAL SUDIRMAN KAV 52-53 LOT 10 RT/005 RW/003
雅加达,Ritz Tower (Tower A),-6.2594856,106.8113255,174.1,≥80米,综合体,官方(DPMPTSP),,"Jl. Kemang Raya No.18 D 14, RT.13/RW.5, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730"
雅加达,Residence 8 Tower 3,-6.2291336,106.8064047,173.8,≥80米,综合体,官方(DPMPTSP),,"Jl. Senopati Raya No. 8 Rt/Rw. 008/003 Kel. Senayan Kec. Kebayoran Baru, Jakarta Selatan"
雅加达,UOB PLAZA,-6.1989547,106.8224753,172.3,≥80米,写字楼,官方(DPMPTSP),,"Jl. M.H. Thamrin No 10, Kel. Kebon Melati, Kec. Tanah Abang, Kota Adm. Jakarta Pusat;"
雅加达,APARTEMEN AMBASADOR TOWER 2,-6.2228611,106.8260565,170.9,≥80米,综合体,官方(DPMPTSP),JKT-008,"Jl. Prof. DR. Satrio No.18, RT.11/RW.4, Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940"
雅加达,TOWER AZALEA,-6.1803822,106.7921215,170.7,≥80米,综合体,官方(DPMPTSP),,"JL. TJ. DUREN TIMUR 2 NO.12, RT.12/RW.1"
雅加达,TOWER BEECH,-6.1810631,106.7919902,170.5,≥80米,综合体,官方(DPMPTSP),,"JL. TJ. DUREN TIMUR 2 NO.12, RT.12/RW.1"
雅加达,Davinci,-6.2101473,106.8204771,170.3,≥80米,公寓,官方(DPMPTSP),,"Jl. Jenderal Sudirman No.Kav 12, RT 01 RW 013"
雅加达,Park Hyatt,-6.1848345,106.8311229,170.2,≥80米,酒店,官方(DPMPTSP),,Jl. Kebon Sirih No.17-19
雅加达,Menara Jakarta Tower Equinox,-6.1496445,106.8475,167.3,≥80米,综合体,官方(DPMPTSP),,Komplek Kota Baru Bandar Kemayoran C-8
雅加达,INDOFOOD TOWER,-6.2081797,106.822553,167.2,≥80米,写字楼,官方(DPMPTSP),,Jl. Jend. Sudirman No.76-78
雅加达,PROSPERITY TOWER,-6.2282791,106.8070747,167.0,≥80米,写字楼,官方(DPMPTSP),,JL. SENOPATI RAYA LOT 28 RT.005/RW.003
雅加达,Menara AIA Central,-6.2180922,106.8170896,166.1,≥80米,写字楼,官方(DPMPTSP),,"Jl. Jend. Sudirman Kav. 48-A RT 005 RW 004, Kel. Karet Semanggi, Kec. Setiabudi, Jakarta Selatan"
雅加达,Oakwood Premier Cozmo Jakarta,-6.2274482,106.8254066,165.7,≥80米,写字楼,官方(DPMPTSP),,Jl. Lingkar Mega Kuningan Blok E4.2 No.1
雅加达,Lippo Tower Holland Village,-6.1680634,106.8762414,165.7,≥80米,综合体,官方(DPMPTSP),,"Jl. Letjen. Suprapto Kav. 60 No.1, RT.10/RW.7, Cempaka Putih Timu, Cempaka Putih, Jakarta Pusat, 10510"
雅加达,TCC Batavia Tower 1,-6.211201,106.8162845,165.6,≥80米,写字楼,官方(DPMPTSP),,"Jl. KH. Mas Mansyur No.126, Jakarta 10250"
雅加达,SINARMAS LAND PLAZA TOWER II,-6.1900492,106.8237321,164.5,≥80米,写字楼,官方(DPMPTSP),,"JALAN M.H. THAMRIN NO. 51, RT. 008 RW. 004"
雅加达,Apartemen Sedayu City Tower Suite Melbourne,-6.1695325,106.9211808,164.3,≥80米,公寓,官方(DPMPTSP),JKT-009,JL. SEDAYU CITY KELAPA GADING
雅加达,Menara Sentraya Office Park,-6.2451236,106.8037461,163.7,≥80米,写字楼,官方(DPMPTSP),JKT-010,Jl. Sultan Iskandarsyah II No. 2 RT002/RW001
雅加达,POTINARA,-6.1794226,106.7926911,163.2,≥80米,综合体,官方(DPMPTSP),,JALAN LETJEN S. PARMAN KAV. 21 RT. 012 RW. 001
雅加达,ANSELIA,-6.1785929,106.7921327,163.2,≥80米,综合体,官方(DPMPTSP),,JL. LETJEN S. PARMAN KAV. 21 RT. 012 RW. 001
雅加达,The Newton 2,-6.2208158,106.8173234,163.1,≥80米,综合体,官方(DPMPTSP),,"Jl. Karet Sawah, Kuningan, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930"
雅加达,LAELIA,-6.1793038,106.7922229,162.8,≥80米,综合体,官方(DPMPTSP),,JALAN LETJEN S. PARMAN KAV. 21 RT. 012 RW. 001
雅加达,Springhill Royale Suites,-6.1503478,106.8533669,162.6,≥80米,综合体,官方(DPMPTSP),,"Jl. Damar, Kel. Pademangan Timur, Kec. Pademangan, Jkt Utara, Banten 14410"
雅加达,KIRCHARA,-6.1783497,106.7925484,162.6,≥80米,综合体,官方(DPMPTSP),JKT-011,JL. LETJEN S. PARMAN KAV. 21 RT. 012 RW. 001
雅加达,GRAND SLIPI TOWER,-6.2007853,106.7985134,162.3,≥80米,写字楼,官方(DPMPTSP),,JL. Letjen S. Parman Kav. 22-24
雅加达,DISA,-6.1778015,106.7924002,162.3,≥80米,综合体,官方(DPMPTSP),,JL. LETJEN S. PARMAN KAV. 21 RT. 012 RW. 001
雅加达,Presidential Suite Tower,-6.1907834,106.7391003,162.1,≥80米,综合体,官方(DPMPTSP),,Jalan Puri Lingkar luar No. 3
雅加达,Albergo,-6.2222624,106.7827379,162.0,≥80米,综合体,官方(DPMPTSP),,Jalan Letnan Jenderal Soepeno No. 34
雅加达,VANDA,-6.1789942,106.7918204,161.9,≥80米,综合体,官方(DPMPTSP),,JL. LETJEN S. PARMAN KAV. 21 RT. 012 RW. 001
雅加达,CATTLEYA,-6.1772295,106.7928374,161.1,≥80米,综合体,官方(DPMPTSP),,JALAN LETJEN S. PARMAN KAV. 21 RT. 012 RW. 001
雅加达,Tower Melbourne,-6.1694852,106.9209346,161.0,≥80米,公寓,官方(DPMPTSP),JKT-009,JL. SEDAYU CITY KELAPA GADING
雅加达,NT Tower,-6.1861155,106.8763821,161.0,≥80米,写字楼,官方(DPMPTSP),,"Jl. Pulomas Selatan No. 31 RW.007 Kel. Kayu Putih Kec. Pulogadung, Jakarta Timur, 13210"
雅加达,APARTEMEN DAN KONDOTEL THE PAKUBUWONO MENTENG,-6.1860862,106.8261277,160.7,≥80米,综合体,官方(DPMPTSP),,Jl. KH. WAHID HASYIM NO 110-112
雅加达,APARTEMEN PLAZA FX SUDIRMAN,-6.2247832,106.8038086,160.6,≥80米,公寓,官方(DPMPTSP),JKT-012,JL. Jenderal Sudirman No.1 Gelora Tanah Abang
雅加达,AKR Tower Gallery West,-6.1911818,106.7676767,160.4,≥80米,写字楼,官方(DPMPTSP),,JL. PANJANG NO. 5 / JL. PERJUANGAN RT.11/10
雅加达,MILTONIA,-6.1777914,106.792974,160.3,≥80米,综合体,官方(DPMPTSP),,JALAN LETJEN S. PARMAN KAV. 21 RT. 012 RW. 001
雅加达,Residence 8 Tower 2,-6.2286432,106.8061054,160.2,≥80米,综合体,官方(DPMPTSP),,"Jl. Senopati Raya No. 8 RT/RW 008/003 Kel. Senayan Kec. Kebayoran Baru, Jakarta Selatan"
雅加达,Sahid Sudirman Residence,-6.2100011,106.8197507,160.2,≥80米,公寓,官方(DPMPTSP),,Jl. Jendral Sudirman Kav. 86 RT 13 RW 11
雅加达,Lippo Tower Holland Village,-6.1673327,106.8763228,159.8,≥80米,综合体,官方(DPMPTSP),,"Jl. Letjen. Suprapto Kav. 60 No.1, RT.10/RW.7, Cempaka Putih Timur"
雅加达,B,-6.2438602,106.7845606,159.0,≥80米,公寓,官方(DPMPTSP),,Jl. Sultan Iskandar Muda
雅加达,OAKWOOD TOWER,-6.2295531,106.8067724,157.9,≥80米,写字楼,官方(DPMPTSP),,DISTRICT 8 SUDIRMAN CENTRAL BUSINESS DISTRICT (SCBD) JL. JENDRAL SUDIRMAN KAV 52-53 LOT 28 RT/006 RW/003
雅加达,ST MORITZ TOWER OFFICE,-6.1884889,106.7386456,157.9,≥80米,写字楼,官方(DPMPTSP),,JL KOMPLEK PERUM PURI INDAH RT.001/002
雅加达,Telkom Landmark Tower,-6.2304306,106.8179944,157.5,≥80米,写字楼,官方(DPMPTSP),,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1"
雅加达,Apartemen Branz Mega Kuningan,-6.2280996,106.8219371,157.4,≥80米,公寓,官方(DPMPTSP),,"JL. PERINTIS / JL. GURU MUGNI, RT 0 RW 0"
雅加达,The Energy Building,-6.2258127,106.8065482,157.3,≥80米,写字楼,官方(DPMPTSP),,Jl. Jend. Sudirman Kav. 52-53
雅加达,New Presidential Tower,-6.1905956,106.7385621,157.2,≥80米,综合体,官方(DPMPTSP),,Jalan Puri Lingkar luar
雅加达,Sunter Office Park (Altira Business Park),-6.1523992,106.8867221,156.3,≥80米,写字楼,官方(DPMPTSP),,Jl. Yos Sudarso Kav. 85 RT. 009 RW. 011
雅加达,BOTANICA RESIDENCES TOWER 1.,-6.2334126,106.7882412,155.4,≥80米,综合体,官方(DPMPTSP),,JL. SULTAN ISKANDAR MUDA NO. 8 RT. 4/RW. 2.
雅加达,The Elements Apartemen Tower H,-6.2170579,106.8343728,155.3,≥80米,公寓,官方(DPMPTSP),,Jl. EPICENTRUM TENGAH  RT 1 RW 5
雅加达,Sampoerna Strategic Square,-6.2169696,106.8181877,155.0,≥80米,写字楼,官方(DPMPTSP),JKT-013,Jl. Jend. Sudirman Kav. 45-46
雅加达,BOTANICA APARTEMENT,-6.2329072,106.788851,154.1,≥80米,综合体,官方(DPMPTSP),,JL.SULTAN ISKANDARSYAH MUDA NO.8 RT05/03
雅加达,Hotel Fairmont Senayan,-6.2220905,106.7988841,153.9,≥80米,酒店,官方(DPMPTSP),,JL. Asia Afrika No.8 RT.02 RW.01 Kel. Gelora Kec. Tanah Abang Jakarta Pusat
雅加达,TOWER CALYPSO,-6.181243,106.7913406,153.7,≥80米,综合体,官方(DPMPTSP),,"Jl. Tanjung Duren Timur I Blok Mesjid No.44, RT.7/RW.1, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470"
雅加达,Noble house,-6.2279042,106.8251891,153.2,≥80米,写字楼,官方(DPMPTSP),,Jl. Dr. Ide Anak Agung Gede Agung Kav. E 4.2. No. 2
雅加达,APARTEMEN TAMAN ANGGREK RESIDENCES (ESPRITU TOWER) / TOWER E,-6.180056,106.7910404,152.9,≥80米,综合体,官方(DPMPTSP),,"Jl. Tj. Palapa No.3, RT.12/RW.1, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470"
雅加达,Cyber 2 Tower,-6.2263672,106.8323255,152.6,≥80米,写字楼,官方(DPMPTSP),,Jl. H. R. Rasuna Said Blok X-5 No.13
雅加达,MENARA PERTIWI,-6.2298541,106.8233742,152.2,≥80米,写字楼,官方(DPMPTSP),,"Jl. Mega Kuningan Barat III, Jakarta 12950"
雅加达,Apartement Thamrin Executive Residence,-6.1961505,106.8164624,151.8,≥80米,综合体,官方(DPMPTSP),,Jl. Kebon Kacang Raya
雅加达,Tower D (Cosmopolitan),-6.2599708,106.8117376,151.6,≥80米,综合体,官方(DPMPTSP),,"Jl. Kemang Raya No.18 D 14, RT.13/RW.5, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730"
雅加达,FRAGRANT TOWER / TOWER F,-6.1799659,106.7916045,151.5,≥80米,综合体,官方(DPMPTSP),,JL. TJ. DUREN TIMUR 2
雅加达,TOWER DAFFODIL,-6.1809491,106.7908686,151.4,≥80米,综合体,官方(DPMPTSP),,"Jl. Tanjung Duren Timur I Blok Mesjid No.44, RT.7/RW.1, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470"
雅加达,APARTEMEN WEST VISTA,-6.1578124,106.7259883,151.2,≥80米,综合体,官方(DPMPTSP),,JL. LINGKAR LUAR BARAT NO. 8
雅加达,SOHO PANCORAN (Splendor),-6.242829,106.8451005,151.1,≥80米,写字楼,官方(DPMPTSP),JKT-014,JL. MT HARYONO KAV 2-3
雅加达,GEDUNG IT MANDIRI BUMI SLIPI,-6.1737864,106.7915231,150.9,≥80米,写字楼,官方(DPMPTSP),JKT-015,"Jl. Gelong Baru Utara II No.4 Blok A, RT.1/RW.8, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440"
雅加达,Jakarta Mori Tower,-6.2160772,106.8156742,149.9,≥80米,未分类,官方(DPMPTSP),,—
雅加达,Apartemen Ciputra World Jakarta 2,-6.2224532,106.8192822,149.3,≥80米,综合体,官方(DPMPTSP),,Jl. Prof. DR.Satrio Kav.11 RT 003/RW 003
雅加达,Kota Kasablanka 3 (Tower 1),-6.2225769,106.8415842,149.3,≥80米,综合体,官方(DPMPTSP),,"Jl. Casablanca Raya Kav. 88, RT. 007, RW. 006"
雅加达,Apartemen South Hills,-6.2230001,106.8306943,149.2,≥80米,公寓,官方(DPMPTSP),,"Jl. Denpasar Raya No.Kav. 5-7, RT.16/RW.4, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950"
雅加达,NEW AMBASADOR SUITES TOWER,-6.1897127,106.7385893,148.9,≥80米,综合体,官方(DPMPTSP),,Jalan Puri elok 1 No. 3
雅加达,Kota Kasablanka 3 (Tower 3),-6.2218326,106.8421649,148.6,≥80米,综合体,官方(DPMPTSP),,"Jl. Casablanca Raya Kav. 88, RT. 007, RW. 006"
雅加达,Setiabudi Sky Garden (Tower 1),-6.2158798,106.8282208,148.3,≥80米,综合体,官方(DPMPTSP),,"Jl. Setiabudi No.2 (Jl. Jabon 2), RT 018/ RW 02, DKI Jakarta 12940"
雅加达,OFFICE 88,-6.224307,106.8418094,148.3,≥80米,写字楼,官方(DPMPTSP),,Jl. Casablanca Raya Kav. 9 - 10
雅加达,MANGKULUHUR CITY OFFICE TOWER,-6.2209435,106.8145878,147.4,≥80米,写字楼,官方(DPMPTSP),,"JL. GATOT SUBROTO KAV. 1,2,3 KEL. KARET SEMANGGI KEC. SETIABUDI, JAKARTA SELATAN"
雅加达,The Pakubuwono Signature,-6.2383893,106.7857781,146.9,≥80米,综合体,官方(DPMPTSP),,JL PAKUBUWONO VI NO 72
雅加达,WISMA MULIA 2,-6.2343218,106.8220975,146.8,≥80米,写字楼,官方(DPMPTSP),,JL. JEND. GATOT SUBROTO NO.42 RT.6 RW.1
雅加达,PLAZA MANDIRI,-6.2250849,106.8143037,146.1,≥80米,写字楼,官方(DPMPTSP),,"Jl. Jenderal Gatot Subroto No.Kav 36-38 RT.7/RW.3, Senayan Kby. Baru Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190"
雅加达,Office 8,-6.2293638,106.8057956,145.7,≥80米,写字楼,官方(DPMPTSP),,DISTRICT 8 SUDIRMAN CENTRAL BUSINESS DISTRICT (SCBD) JL. JENDERAL SUDIRMAN KAV 52-53 LOT 28 RT/006 RW/003
