城市,楼宇名称,纬度,经度,高度(米),高度分档,用途分类,数据来源,近距簇,地址
泗水,Midtown Hotel,-7.2730916,112.7508638,33.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,97.7
泗水,Menara Bank Mega,-7.3381759,112.7285963,33.0,≥32米,写字楼,GoogleV3坐标+2.5D高度,,772
泗水,Pakuwon Mall Home Pro,-7.287555,112.746294,33.0,≥32米,商场,GoogleV3坐标+2.5D高度,SBY-034,529.1
泗水,Aria Centra Hotel,-7.2404881,112.7459412,33.0,≥32米,酒店,GoogleV3坐标+2.5D高度,,64.7
泗水,Wisma Intiland,-7.3433744,112.7845255,33.0,≥32米,未分类,GoogleV3坐标+2.5D高度,SBY-058,820.1
泗水,Aspen Tower,-7.2622834,112.7479945,33.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,100.9
泗水,Double Happiness,-7.3527739,112.7028874,33.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,1477.8
泗水,PT PAL Indonesia (Persero),-7.2053371,112.7416591,33.0,≥32米,商业,GoogleV3坐标+2.5D高度,,"Jalan Ujung, Semampir"
泗水,Jayanata,-7.3566043,112.6416108,33.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,Jalan Mawar
泗水,Kantor Pertamina Marketing Operation Region V,-7.2648623,112.748273,33.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,2905.9
泗水,Galaxy Mall 1 & 2,-7.2759036,112.7819253,33.0,≥32米,商业,GoogleV3坐标+2.5D高度,,324.3
泗水,Menara Bank Mega,-7.2470116,112.7298096,33.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,4052
泗水,BRI Agro,-7.3345985,112.7898467,33.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,989
泗水,Mayapada Hospital,-7.2220397,112.6231836,33.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,35.9
泗水,Gedung Pusat Pelayanan Jantung Terpadu,-7.2912534,112.673784,33.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,168.2
泗水,Pakuwon Mall Home Pro,-7.2894642,112.6740693,33.0,≥32米,商场,GoogleV3坐标+2.5D高度,SBY-015,509.3
泗水,Aria Centra Hotel,-7.2676056,112.7434809,33.0,≥32米,酒店,GoogleV3坐标+2.5D高度,SBY-055,805
泗水,Aspen Tower,-7.3397362,112.7386642,33.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,181.7
泗水,Royal Tulip Darmo Surabaya,-7.297687,112.7660957,33.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,2209.1
泗水,Kantor Pertamina Marketing Operation Region V,-7.3398537,112.7838429,32.5,≥32米,未分类,GoogleV3坐标+2.5D高度,,3294.2
泗水,BCA,-7.2844993,112.7814828,32.5,≥32米,商业,GoogleV3坐标+2.5D高度,,"Jalan Tunjungan, Surabaya"
泗水,Menara Mandiri,-7.2656966,112.7464342,32.5,≥32米,未分类,GoogleV3坐标+2.5D高度,,564.9
泗水,Four Points by Sheraton,-7.2767352,112.7825464,32.5,≥32米,未分类,GoogleV3坐标+2.5D高度,,151.5
泗水,Pakuwon Mall Home Pro,-7.3215898,112.6768225,32.5,≥32米,未分类,GoogleV3坐标+2.5D高度,,377.8
泗水,Aria Centra Hotel,-7.2757751,112.7824543,32.5,≥32米,未分类,GoogleV3坐标+2.5D高度,SBY-057,7.3
泗水,Toeng Mart,-7.2395562,112.7299667,32.5,≥32米,商业,GoogleV3坐标+2.5D高度,,"Jalan Jaksa Agung Suprapto, Surabaya"
泗水,BRI,-7.2447538,112.7345786,32.5,≥32米,未分类,GoogleV3坐标+2.5D高度,,359.1
泗水,Telkom Landmark Tower,-7.268932,112.7568067,32.5,≥32米,未分类,GoogleV3坐标+2.5D高度,SBY-056,85
泗水,PT PAL Indonesia (Persero),-7.2348178,112.7379403,32.5,≥32米,未分类,GoogleV3坐标+2.5D高度,SBY-051,49.1
泗水,Grapari,-7.3431165,112.7846064,32.5,≥32米,未分类,GoogleV3坐标+2.5D高度,SBY-058,308
泗水,Surabaya Suites Hotel,-7.2634343,112.7485873,32.5,≥32米,酒店,GoogleV3坐标+2.5D高度,,"Jalan Plaza Boulevard, Surabaya"
泗水,Bale Hinggil Apartment,-7.2937025,112.7197703,32.5,≥32米,公寓,GoogleV3坐标+2.5D高度,SBY-004,"Jalan Dr. Ir. H. Soekarno, Surabaya"
泗水,Menara Mandiri,-7.2630248,112.740585,32.0,≥32米,商业,GoogleV3坐标+2.5D高度,,"Jalan Tunjungan, Surabaya"
泗水,Jiwasraya,-7.3112378,112.7737807,32.0,≥32米,商业,GoogleV3坐标+2.5D高度,,Jalan Raya Arjuna
泗水,Four Points by Sheraton,-7.2613423,112.7389497,32.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,1204.8
泗水,Tunjungan Hotel,-7.2943815,112.7402311,32.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,662.9
泗水,ITC Surabaya - Mega Grosir,-7.2885034,112.6753373,32.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,2746
泗水,Gedung Go Skate,-7.2690793,112.7497279,32.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,114.6
泗水,Toeng Mart,-7.2575823,112.7462389,32.0,≥32米,商业,GoogleV3坐标+2.5D高度,,"Jalan Jaksa Agung Suprapto, Surabaya"
泗水,ACE LIFE,-7.2463165,112.7320972,32.0,≥32米,商业,GoogleV3坐标+2.5D高度,,Jalan tidar Surabaya
泗水,BCA,-7.3004744,112.6727219,32.0,≥32米,未分类,GoogleV3坐标+2.5D高度,SBY-032,83.5
泗水,Menara Mandiri,-7.2418976,112.7437064,32.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,834.3
泗水,Flat Prajurit Mariir,-7.2336086,112.7304998,32.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,424.2
泗水,Telkom,-7.2727441,112.7410708,32.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,1335.7
泗水,Ascott,-7.3291717,112.7617527,32.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,319.4
泗水,Pakuwon Mall,-7.3577345,112.7750738,32.0,≥32米,商业,GoogleV3坐标+2.5D高度,,394.2
泗水,Flat Prajurit Mariir,-7.3541395,112.7225236,32.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,991
泗水,Bale Hinggil Apartment,-7.3095793,112.7811365,32.0,≥32米,公寓,GoogleV3坐标+2.5D高度,,"Jalan Dr. Ir. H. Soekarno, Surabaya"
泗水,Jiwasraya,-7.2642063,112.7270838,32.0,≥32米,商业,GoogleV3坐标+2.5D高度,,Jalan Raya Arjuna
泗水,Telkom Landmark Tower,-7.3472793,112.7993363,32.0,≥32米,商业,GoogleV3坐标+2.5D高度,,1232
泗水,Galaxy Mall 1 & 2,-7.2051736,112.7428166,32.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,4324.1
泗水,Leedon Hotel & Suites Surabaya,-7.2181902,112.62568,32.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,174.3
泗水,Grapari,-7.2874803,112.7465298,32.0,≥32米,未分类,GoogleV3坐标+2.5D高度,SBY-034,33.1
泗水,Gedung Go Skate,-7.2609535,112.737881,32.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,3357.4
泗水,Midtown Hotel,-7.3457438,112.7270232,32.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,176.7
泗水,ACE LIFE,-7.2581344,112.7311814,32.0,≥32米,商业,GoogleV3坐标+2.5D高度,,Jalan tidar Surabaya
泗水,Menara Mandiri,-7.2318692,112.6815192,32.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,129.2
泗水,Telkom,-7.2404421,112.7462445,32.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,20.2
泗水,Grha Wismilak,-7.2807748,112.7381628,32.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,568.2
泗水,Four Points by Sheraton,-7.3242779,112.7330185,32.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,528
泗水,Tunjungan Electronic Centre,-7.290936,112.7690493,32.0,≥32米,未分类,GoogleV3坐标+2.5D高度,,42
万隆,Crowne Plaza Hotel Bandung,-6.9170313,107.6121385,109.0,≥80米,酒店,GoogleV3坐标+CTBUH真高,,1161.3
万隆,Newton The Hybrid Park Tower B,-6.9205867,107.6075666,108.0,≥80米,未分类,GoogleV3坐标+CTBUH真高,BDG-001,Jalan Asia Afrika
万隆,The Jarrdin Cihampelas Tower D,-6.8917817,107.6058564,98.0,≥80米,住宅,GoogleV3坐标+CTBUH真高,,"Jalan Cihampelas, Bandung"
万隆,,-6.9130715,107.5922432,97.5,≥80米,公寓,GoogleV3坐标+2.5D高度,BDG-002,441.5
万隆,,-6.8767911,107.6029829,97.0,≥80米,未分类,GoogleV3坐标+2.5D高度,,441.8
万隆,,-6.9553383,107.5920902,94.5,≥80米,未分类,GoogleV3坐标+2.5D高度,,168
万隆,,-6.9128224,107.6892824,94.5,≥80米,未分类,GoogleV3坐标+2.5D高度,BDG-003,124.5
万隆,Ibis Trans Studio Bandung,-6.927243,107.6365374,94.0,≥80米,酒店,GoogleV3坐标+2.5D高度,,"Jenderal Gatot Subroto, Bandung"
万隆,,-6.9120847,107.6894717,94.0,≥80米,未分类,GoogleV3坐标+2.5D高度,,605.4
万隆,Intercontinental Hotel Dago Pakar,-6.866708,107.6420328,93.5,≥80米,酒店,GoogleV3坐标+2.5D高度,,258.1
万隆,Apartemen Galeri Ciumbuleuit 3,-6.8815163,107.6027982,93.0,≥80米,公寓,GoogleV3坐标+2.5D高度,,Jalan Ciumbuleuit
万隆,Tower D,-6.9241467,107.6184805,93.0,≥80米,公寓,GoogleV3坐标+2.5D高度,BDG-004,896.4
万隆,Tower D,-6.8821943,107.6025076,93.0,≥80米,未分类,GoogleV3坐标+2.5D高度,,432.2
万隆,,-6.8806244,107.6042062,92.0,≥80米,未分类,GoogleV3坐标+2.5D高度,BDG-005,187.8
万隆,HQuarters,-6.9228947,107.6156391,92.0,≥80米,公寓,GoogleV3坐标+2.5D高度,,1363.7
万隆,HQuarters,-6.923303,107.61815,92.0,≥80米,商场,GoogleV3坐标+2.5D高度,,97.4
万隆,,-6.9635167,107.6360949,90.5,≥80米,未分类,GoogleV3坐标+2.5D高度,BDG-006,559.1
万隆,El Royale Apartement,-6.9158844,107.6108823,90.5,≥80米,公寓,GoogleV3坐标+2.5D高度,,"Jalan Merdeka, Bandung"
万隆,,-6.8768813,107.6032687,90.0,≥80米,未分类,GoogleV3坐标+2.5D高度,,45
万隆,The Green Kosambi,-6.9209412,107.621988,88.5,≥80米,公寓,GoogleV3坐标+2.5D高度,,"Jalan Jenderal Ahmad Yani, Bandung"
万隆,,-6.8803614,107.6042488,88.5,≥80米,未分类,GoogleV3坐标+2.5D高度,BDG-005,310.4
万隆,The Green Kosambi,-6.9372379,107.6815581,88.0,≥80米,公寓,GoogleV3坐标+2.5D高度,,1932.9
万隆,El Royale Apartement,-6.9155754,107.6106122,88.0,≥80米,公寓,GoogleV3坐标+2.5D高度,,"Jalan Merdeka, Bandung"
万隆,Galeri Ciumbuleuit Hotel & Apartment,-6.8810784,107.6048623,85.5,≥80米,酒店,GoogleV3坐标+2.5D高度,,682.3
万隆,El Royale Apartement,-6.9129692,107.5975603,85.5,≥80米,未分类,GoogleV3坐标+2.5D高度,,1286.8
万隆,Galeri Ciumbuleuit Hotel & Apartment,-6.9692855,107.6066435,85.0,≥80米,未分类,GoogleV3坐标+2.5D高度,BDG-007,396.7
万隆,Tower B,-6.9236365,107.6185303,84.5,≥80米,公寓,GoogleV3坐标+2.5D高度,BDG-008,879.7
万隆,,-6.8657074,107.6221582,83.5,≥80米,未分类,GoogleV3坐标+2.5D高度,,508.3
万隆,Tower B,-6.9170906,107.5815261,83.5,≥80米,未分类,GoogleV3坐标+2.5D高度,,887
万隆,,-6.9241053,107.6180712,83.0,≥80米,商场,GoogleV3坐标+2.5D高度,,190.4
万隆,,-6.9225402,107.6047292,83.0,≥80米,商业,GoogleV3坐标+2.5D高度,,69.4
万隆,RSUD Bandung Kiwari,-6.9434198,107.5917745,83.0,≥80米,医院,GoogleV3坐标+2.5D高度,,165.6
万隆,Shakti Hotel,-6.9169355,107.6078571,82.5,≥80米,酒店,GoogleV3坐标+2.5D高度,BDG-009,"Jalan Soekarno-Hatta, Bandung"
万隆,Shakti Hotel,-6.9373526,107.6970794,82.0,≥80米,酒店,GoogleV3坐标+2.5D高度,,"Jalan Soekarno-Hatta, Bandung"
万隆,Shakti Hotel,-6.9435966,107.5921129,82.0,≥80米,医院,GoogleV3坐标+2.5D高度,BDG-010,218.4
万隆,Shakti Hotel,-6.8832945,107.5809146,81.0,≥80米,未分类,GoogleV3坐标+2.5D高度,BDG-011,343.6
万隆,Best Western,-6.917148,107.6082752,80.0,≥80米,未分类,GoogleV3坐标+2.5D高度,BDG-012,569.6
万隆,Best Western,-6.8931867,107.5872916,79.5,≥64米,未分类,GoogleV3坐标+2.5D高度,,343.3
万隆,Best Western,-6.9092203,107.6101342,79.5,≥64米,未分类,GoogleV3坐标+2.5D高度,,3010.8
万隆,Best Western,-6.8820202,107.6028075,79.5,≥64米,未分类,GoogleV3坐标+2.5D高度,,1067.8
万隆,Best Western,-6.907172,107.6446077,79.5,≥64米,未分类,GoogleV3坐标+2.5D高度,,291.4
万隆,Tamansari La Grande Merdeka,-6.9094708,107.6097147,79.0,≥64米,公寓,GoogleV3坐标+CTBUH真高,,"Jalan Gatot Subroto, Bandung"
万隆,Bank Mayapada,-6.9051692,107.6037127,79.0,≥64米,商业,GoogleV3坐标+2.5D高度,,Jl. Sudirman No 355-373
万隆,The Trans Luxury Hotel,-6.9271253,107.6361842,78.2,≥64米,酒店,GoogleV3坐标+CTBUH真高,,"Jalan Gatot Subroto, Bandung"
万隆,Bank Mayapada,-6.9199244,107.591554,78.0,≥64米,商业,GoogleV3坐标+2.5D高度,,Jl. Sudirman No 355-373
万隆,Gedung CIMB Niaga,-6.922834,107.6179949,77.5,≥64米,商业,GoogleV3坐标+2.5D高度,,"Jalan Gatot Subroto, Bandung"
万隆,Apartemen Galeri Ciumbuleuit 3,-6.9223828,107.615639,75.5,≥64米,公寓,GoogleV3坐标+2.5D高度,,Jalan Ciumbuleuit
万隆,The Suite Metro Apartment,-6.9376227,107.6591583,74.0,≥64米,公寓,GoogleV3坐标+2.5D高度,,213.7
万隆,Apartemen Galeri Ciumbuleuit 3,-6.8815325,107.6031995,73.0,≥64米,公寓,GoogleV3坐标+2.5D高度,BDG-013,Jalan Ciumbuleuit
万隆,Apartemen Galeri Ciumbuleuit 3,-6.9169409,107.6081636,72.5,≥64米,未分类,GoogleV3坐标+2.5D高度,BDG-012,844.5
万隆,Graha Bumiputera,-6.9220041,107.6166924,72.5,≥64米,商业,GoogleV3坐标+2.5D高度,,"Jalan Asia Afrika, Bandung"
万隆,Apartemen Galeri Ciumbuleuit 3,-6.9497657,107.6368169,72.0,≥64米,未分类,GoogleV3坐标+2.5D高度,,111.2
万隆,Grand Setiabudhi Apartment,-6.9012624,107.6128396,72.0,≥64米,公寓,GoogleV3坐标+2.5D高度,,693.3
万隆,Hotel Pasar Baru Heritage Bandung,-6.923787,107.6114701,71.0,≥64米,酒店,GoogleV3坐标+2.5D高度,,187.2
万隆,Grand Setiabudhi Apartment,-6.8747608,107.5970573,71.0,≥64米,公寓,GoogleV3坐标+2.5D高度,,486.4
万隆,Hotel Pasar Baru Heritage Bandung,-6.918068,107.6041344,70.5,≥64米,酒店,GoogleV3坐标+2.5D高度,,32.2
万隆,Apartemen Galeri Ciumbuleuit 2,-6.865353,107.6224304,70.0,≥64米,公寓,GoogleV3坐标+2.5D高度,,93.7
万隆,Graha Bumiputera,-6.9065015,107.6453389,70.0,≥64米,商业,GoogleV3坐标+2.5D高度,,"Jalan Asia Afrika, Bandung"
万隆,Apartemen Galeri Ciumbuleuit 2,-6.8802232,107.6048993,69.5,≥64米,公寓,GoogleV3坐标+2.5D高度,,1607.3
万隆,Graha Bumiputera,-6.8982858,107.5994605,68.5,≥64米,未分类,GoogleV3坐标+2.5D高度,,178.6
万隆,Apartemen Galeri Ciumbuleuit 2,-6.9193107,107.5797565,68.5,≥64米,未分类,GoogleV3坐标+2.5D高度,,79.1
万隆,The Suite Metro Apartment,-6.9173215,107.6085355,67.5,≥64米,公寓,GoogleV3坐标+2.5D高度,,371.3
万隆,The Jarrdin @Cihampelas,-6.8920655,107.6051047,65.5,≥64米,住宅,GoogleV3坐标+2.5D高度,,"Jalan Cihampelas, Bandung"
万隆,The Suite Metro Apartment,-6.9382556,107.6592769,65.5,≥64米,公寓,GoogleV3坐标+2.5D高度,,932.5
万隆,The Suite Metro Apartment,-6.8830419,107.580906,65.0,≥64米,未分类,GoogleV3坐标+2.5D高度,BDG-011,571.5
万隆,Shakti Hotel,-6.9154042,107.5936828,64.0,≥64米,酒店,GoogleV3坐标+2.5D高度,,"Jalan Soekarno-Hatta, Bandung"
万隆,The Suite Metro Apartment,-6.9094416,107.6114589,63.5,≥48米,未分类,GoogleV3坐标+2.5D高度,,234.3
万隆,The Suite Metro Apartment,-6.9509602,107.6371516,63.0,≥48米,未分类,GoogleV3坐标+2.5D高度,,3023.1
万隆,Hotel Gino Feruci,-6.9178027,107.6088449,62.0,≥48米,酒店,GoogleV3坐标+2.5D高度,,"Jalan Braga, Bandung"
万隆,El Royale Apartement,-6.883342,107.609532,62.0,≥48米,公寓,GoogleV3坐标+2.5D高度,,"Jalan Merdeka, Bandung"
万隆,Shakti Hotel,-6.9235464,107.6044878,62.0,≥48米,未分类,GoogleV3坐标+2.5D高度,,2129
万隆,Intercontinental Hotel Dago Pakar,-6.9359311,107.5969774,62.0,≥48米,医院,GoogleV3坐标+2.5D高度,BDG-014,387.4
万隆,PT Dirgantara Indonesia (Kantor Pusat),-6.8807418,107.604084,61.0,≥48米,未分类,GoogleV3坐标+2.5D高度,BDG-005,181.7
万隆,PT Dirgantara Indonesia (Kantor Pusat),-6.8982358,107.5822421,60.0,≥48米,未分类,GoogleV3坐标+2.5D高度,,6986
万隆,Hotel Sensa,-6.8832584,107.5803754,59.0,≥48米,酒店,GoogleV3坐标+2.5D高度,BDG-015,576.1
万隆,BNI,-6.8980269,107.5996618,59.0,≥48米,未分类,GoogleV3坐标+2.5D高度,,"Jalan Perintis Kemerdekaan, Bandung"
万隆,Lucky Square,-6.9634837,107.6362333,58.5,≥48米,商场,GoogleV3坐标+2.5D高度,BDG-006,65.1
万隆,Hotel Sensa,-6.8947265,107.6051103,58.5,≥48米,酒店,GoogleV3坐标+2.5D高度,,770.8
万隆,BNI,-6.9136475,107.6073995,58.0,≥48米,未分类,GoogleV3坐标+2.5D高度,,"Jalan Perintis Kemerdekaan, Bandung"
万隆,Lucky Square,-6.91396,107.6449421,58.0,≥48米,住宅,GoogleV3坐标+2.5D高度,,"Jalan Cihampelas, Bandung"
万隆,UW Building,-6.952334,107.5861872,58.0,≥48米,写字楼,GoogleV3坐标+2.5D高度,,331.7
万隆,PT Dirgantara Indonesia (Kantor Pusat),-6.9297372,107.5857477,58.0,≥48米,未分类,GoogleV3坐标+2.5D高度,,1484.2
万隆,UW Building,-6.8903717,107.5787158,58.0,≥48米,写字楼,GoogleV3坐标+2.5D高度,,1464.5
万隆,PT Dirgantara Indonesia (Kantor Pusat),-6.9531057,107.586746,58.0,≥48米,医院,GoogleV3坐标+2.5D高度,,590.6
万隆,Hotel Aryaduta,-6.8772186,107.6035656,57.5,≥48米,酒店,GoogleV3坐标+2.5D高度,BDG-016,"Jalan Merdeka, Bandung"
万隆,Hotel Gino Feruci,-6.8730332,107.5867237,57.0,≥48米,酒店,GoogleV3坐标+2.5D高度,BDG-017,"Jalan Braga, Bandung"
万隆,Lucky Square,-6.9329165,107.5907637,56.5,≥48米,未分类,GoogleV3坐标+2.5D高度,,946.1
万隆,Lucky Square,-6.8899315,107.5664496,56.5,≥48米,商场,GoogleV3坐标+2.5D高度,,590.6
万隆,Hotel Aryaduta,-6.9093335,107.6119301,56.5,≥48米,酒店,GoogleV3坐标+2.5D高度,,"Jalan Merdeka, Bandung"
万隆,Lucky Square,-6.9144881,107.6449969,56.0,≥48米,商场,GoogleV3坐标+2.5D高度,,520.7
万隆,UW Building,-6.9526455,107.5863962,56.0,≥48米,医院,GoogleV3坐标+2.5D高度,,753.3
万隆,Lucky Square,-6.8666085,107.6289603,55.5,≥48米,未分类,GoogleV3坐标+2.5D高度,,1725.8
万隆,BRI,-6.9203797,107.6075082,55.5,≥48米,未分类,GoogleV3坐标+2.5D高度,BDG-001,Jalan Asia Afrika
万隆,UW Building,-6.912728,107.597327,55.5,≥48米,未分类,GoogleV3坐标+2.5D高度,,719.2
万隆,Emerald Towers Apartment,-6.9324581,107.6644343,55.5,≥48米,公寓,GoogleV3坐标+2.5D高度,,Emerald Towers
万隆,Belviu Hotel Bandung,-6.8828628,107.6002598,55.0,≥48米,酒店,GoogleV3坐标+2.5D高度,,207.9
万隆,Hotel Gino Feruci,-6.9368333,107.6880214,55.0,≥48米,未分类,GoogleV3坐标+2.5D高度,,753.3
万隆,Belviu Hotel Bandung,-6.9127371,107.6894535,54.5,≥48米,未分类,GoogleV3坐标+2.5D高度,BDG-003,1821.9
万隆,Lucky Square,-6.9142545,107.6446859,54.5,≥48米,商场,GoogleV3坐标+2.5D高度,,2424.1
万隆,Gedung DENIS,-6.8834821,107.6100416,54.5,≥48米,商业,GoogleV3坐标+2.5D高度,,"Jalan Braga, Bandung"
万隆,Hotel Gino Feruci,-6.867599,107.6247201,54.5,≥48米,未分类,GoogleV3坐标+2.5D高度,,28.3
万隆,Hotel Pasar Baru Heritage Bandung,-6.9434442,107.5922221,53.5,≥48米,酒店,GoogleV3坐标+2.5D高度,BDG-010,155.3
万隆,Bank BJB,-6.9193949,107.5800943,53.0,≥48米,商业,GoogleV3坐标+2.5D高度,,"Jalan Naripan, Bandung"
万隆,Hotel Pasar Baru Heritage Bandung,-6.9153114,107.6014842,53.0,≥48米,未分类,GoogleV3坐标+2.5D高度,,768.1
万隆,Gedung DENIS,-6.920227,107.6103209,52.5,≥48米,商业,GoogleV3坐标+2.5D高度,,"Jalan Braga, Bandung"
万隆,BRI,-6.9374945,107.7084361,52.5,≥48米,未分类,GoogleV3坐标+2.5D高度,,1845.9
万隆,Tower C,-6.9239106,107.6185068,52.5,≥48米,公寓,GoogleV3坐标+2.5D高度,BDG-004,1192.3
万隆,Hotel Pasar Baru Heritage Bandung,-6.9177645,107.6038355,52.5,≥48米,酒店,GoogleV3坐标+2.5D高度,,313.4
万隆,Bank BJB,-6.9201523,107.610721,52.5,≥48米,商业,GoogleV3坐标+2.5D高度,,"Jalan Naripan, Bandung"
万隆,Pos Indonesia,-6.923269,107.6236596,52.0,≥48米,未分类,GoogleV3坐标+2.5D高度,,1331.3
万隆,Bank BJB,-6.9176607,107.6047742,51.0,≥48米,未分类,GoogleV3坐标+2.5D高度,,1129.4
万隆,Lucky Square,-6.9003094,107.6120006,51.0,≥48米,酒店,GoogleV3坐标+2.5D高度,,58.3
万隆,Kapel Hati Kudus,-6.9128577,107.6293291,51.0,≥48米,宗教,GoogleV3坐标+2.5D高度,,55.1
万隆,SHEO Resort Hotel,-6.8673062,107.6067192,50.5,≥48米,公寓,GoogleV3坐标+2.5D高度,,890.3
万隆,Lucky Square,-6.8974692,107.5795227,50.0,≥48米,未分类,GoogleV3坐标+2.5D高度,,675.7
万隆,Pos Indonesia,-6.906771,107.6173943,49.0,≥48米,未分类,GoogleV3坐标+2.5D高度,,4107.7
万隆,Hotel Pasar Baru Heritage Bandung,-6.9042408,107.6102526,48.5,≥48米,酒店,GoogleV3坐标+2.5D高度,,204.4
万隆,Kapel Hati Kudus,-6.894427,107.6139877,48.0,≥48米,宗教,GoogleV3坐标+2.5D高度,BDG-018,949.4
万隆,Tower A,-6.9233703,107.6185551,48.0,≥48米,公寓,GoogleV3坐标+2.5D高度,BDG-008,887.2
万隆,Kapel Hati Kudus,-6.9391525,107.6069724,48.0,≥48米,未分类,GoogleV3坐标+2.5D高度,,388.9
万隆,Tower C,-6.8698311,107.6078218,48.0,≥48米,未分类,GoogleV3坐标+2.5D高度,,1143.2
万隆,Hotel Pasar Baru Heritage Bandung,-6.898857,107.6418489,48.0,≥48米,未分类,GoogleV3坐标+2.5D高度,,107
万隆,Hotel Pasar Baru Heritage Bandung,-6.9037061,107.6053256,48.0,≥48米,未分类,GoogleV3坐标+2.5D高度,,95.4
万隆,De Paviljoen,-6.9495271,107.6343508,48.0,≥48米,未分类,GoogleV3坐标+2.5D高度,BDG-019,197.4
万隆,Graha Merah Putih,-6.9384884,107.6071066,47.5,≥40米,未分类,GoogleV3坐标+2.5D高度,,591.3
万隆,De Paviljoen,-6.8968747,107.5799797,47.5,≥40米,未分类,GoogleV3坐标+2.5D高度,,2302.2
万隆,Shakti Hotel,-6.9610705,107.679919,47.5,≥40米,酒店,GoogleV3坐标+2.5D高度,,"Jalan Soekarno-Hatta, Bandung"
万隆,SHEO Resort Hotel,-6.9291552,107.5857646,47.5,≥40米,酒店,GoogleV3坐标+2.5D高度,,460.3
万隆,Shakti Hotel,-6.8938028,107.584782,47.5,≥40米,未分类,GoogleV3坐标+2.5D高度,,444.8
万隆,De Paviljoen,-6.906262,107.6205702,47.5,≥40米,未分类,GoogleV3坐标+2.5D高度,,606.4
万隆,De Paviljoen,-6.862011,107.6341729,47.0,≥40米,未分类,GoogleV3坐标+2.5D高度,,389.6
万隆,Pertamina,-6.875391,107.5972569,47.0,≥40米,商业,GoogleV3坐标+2.5D高度,,"Jl. Taman Cibeunying 31 Cihapit, Bandung Wetan"
万隆,Graha Merah Putih,-6.8982025,107.6195793,46.5,≥40米,未分类,GoogleV3坐标+2.5D高度,,6160.1
万隆,Tower A,-6.9691546,107.6137892,46.5,≥40米,未分类,GoogleV3坐标+2.5D高度,BDG-020,778.7
万隆,Shakti Hotel,-6.9371573,107.6974474,46.5,≥40米,商业,GoogleV3坐标+2.5D高度,,"Jalan Soekarno-Hatta, Bandung"
万隆,Tower A,-6.9520148,107.5863499,46.0,≥40米,未分类,GoogleV3坐标+2.5D高度,,668.7
万隆,Shakti Hotel,-6.9321289,107.6143713,46.0,≥40米,未分类,GoogleV3坐标+2.5D高度,,295.7
万隆,Grand Aquila Hotel Bandung,-6.9047407,107.6036705,46.0,≥40米,酒店,GoogleV3坐标+2.5D高度,,17.8
万隆,Bank OCBC NISP,-6.9062709,107.6241166,46.0,≥40米,商业,GoogleV3坐标+2.5D高度,,"Jl. Taman Cibeunying 31 Cihapit, Bandung Wetan"
万隆,Zest Hotel,-6.8904424,107.5661387,46.0,≥40米,酒店,GoogleV3坐标+2.5D高度,,5181.4
万隆,Shakti Hotel,-6.9171304,107.6087757,46.0,≥40米,酒店,GoogleV3坐标+2.5D高度,,"Jalan Soekarno-Hatta, Bandung"
万隆,Setiabudhi Indah Hotel,-6.8612852,107.595649,45.5,≥40米,商业,GoogleV3坐标+2.5D高度,,"Jalan Dr. Setiabudi, Bandung, Jawa Barat"
万隆,Graha Merah Putih,-6.9598401,107.5805244,45.5,≥40米,未分类,GoogleV3坐标+2.5D高度,,161
万隆,Plaza IBCC,-6.9174217,107.6033236,45.5,≥40米,商场,GoogleV3坐标+2.5D高度,,"Jalan Jenderal Ahmad Yani, Bandung"
万隆,Grand Aquila Hotel Bandung,-6.8949228,107.5897983,45.0,≥40米,酒店,GoogleV3坐标+2.5D高度,,2320.1
万隆,Plaza IBCC,-6.9164265,107.5988859,45.0,≥40米,未分类,GoogleV3坐标+2.5D高度,,136.4
万隆,Zest Hotel,-6.8951074,107.5974233,45.0,≥40米,酒店,GoogleV3坐标+2.5D高度,,64.7
